"","V1","V2","V3"
"18613","A010403","A010608","A010604"
"18614","C010206","C030901","C110101"
"18615","C030401","C070103","C030901"
"18616","A010603","A010604","A011001"
"18617","D040215","D040210","D040204"
"18618","B150404","B740101","B560204"
"18619","C170701","C070101","C110101"
"18620","C070102","C170206","C150405"
"18621","C170206","C070101","C090101"
"18622","D010301","D010401","D020108"
"18623","B260902","B260702","B260304"
"18624","D040204","D040215","D040109"
"18625","C150405","C090102","C090101"
"18626","C030401","C070101","C170701"
"18627","A040229","A040217","A040233"
"18628","A030114","A010402","A030113"
"18629","B100504","B100301","B100306"
"18630","B150402","B200801","B670201"
"18631","C170206","C150405","C170701"
"18632","D040204","D040109","D040210"
"18633","A010404","A010403","A010201"
"18634","C110501","C110401","C110601"
"18635","C070202","C070203","C070102"
"18636","B900103","B100504","C170206"
"18637","A010401","A010630","A010302"
"18638","A020302","A020306","A010606"
"18639","C170701","C030401","C110101"
"18640","B100305","B200801","B200602"
"18641","C110401","C070401","C070302"
"18642","C120501","C070103","C120201"
"18643","C120601","C120201","C120501"
"18644","A010401","A010710","A010404"
"18645","C130301","C110401","C110301"
"18646","A010644","A010602","A010624"
"18647","C070202","D010401","D080102"
"18648","A020701","B100301","B100305"
"18649","B210802","B380303","B010208"
"18650","C130302","C170206","C070101"
"18651","B160201","B150501","B200801"
"18652","B100502","B140101","B140103"
"18653","B100305","B160101","B200801"
"18654","B670402","B090402","B470104"
"18655","C170206","C030703","C170701"
"18656","A010501","A010606","A010401"
"18657","C070101","C030401","C070202"
"18658","A040228","B150102","B160101"
"18659","A010402","A010401","A010302"
"18660","A010402","A010302","A010608"
"18661","B090402","B480301","C010206"
"18662","C120601","C120101","C130302"
"18663","C170701","C150405","C040601"
"18664","A010403","A010627","A020302"
"18665","B150601","C070202","B100406"
"18666","C070202","C070102","C030401"
"18667","A090201","A020302","A040233"
"18668","D020501","D040106","D040109"
"18669","B210802","B140103","B740101"
"18670","B200801","B160201","B200602"
"18671","B210802","B200801","B560302"
"18672","C030401","C120601","C120101"
"18673","A010302","A010401","A010404"
"18674","C130302","C070401","C170206"
"18675","C070101","C030401","C070202"
"18676","B150102","B140101","B140301"
"18677","C110501","C110201","C070401"
"18678","A010401","A010403","A011004"
"18679","B890104","B100301","B470203"
"18680","A010403","C110201","C170701"
"18681","D040213","D040210","D040109"
"18682","A040302","A030111","A010644"
"18683","C030401","C030404","C080201"
"18684","A010654","D040106","D040215"
"18685","B080203","B080404","B100504"
"18686","C030401","C030202","C030901"
"18687","B210802","B430101","B550120"
"18688","C120101","C110101","C070102"
"18689","D010401","D020501","D010301"
"18690","A010630","A010101","A010644"
"18691","A010901","A010401","A020302"
"18692","B200801","B160201","B160101"
"18693","C120201","C110203","C150405"
"18694","B210802","B210107","B670402"
"18695","B100502","B150102","B100101"
"18696","C110301","C070202","C130703"
"18697","C030206","C030404","C030204"
"18698","A010402","A010404","A010644"
"18699","A060203","A010302","C070102"
"18700","B100305","B740101","B050501"
"18701","C110501","C070103","C070202"
"18702","A040502","A040902","A040302"
"18703","C120201","C030901","C030404"
"18704","B210802","B210107","B100501"
"18705","C120201","C120601","C120101"
"18706","C070101","C150101","C030401"
"18707","B100305","A090603","A010613"
"18708","D020503","B380404","C170701"
"18709","B210802","B150102","B100501"
"18710","C170206","C070101","C030202"
"18711","C170206","C030401","C150101"
"18712","A010403","B210802","A010404"
"18713","B080305","B160201","B900102"
"18714","B210802","B210107","B100301"
"18715","A010613","A010404","A010202"
"18716","A020709","A040254","A020208"
"18717","B200801","B131001","B141303"
"18718","C010116","C070101","C070103"
"18719","D040108","D040109","D040106"
"18720","C070101","C120601","C120101"
"18721","C170206","C070101","C150405"
"18722","A040225","A040209","A040214"
"18723","D040106","D040109","D010401"
"18724","A010607","A010616","A010404"
"18725","C030401","C030107","C030302"
"18726","B430101","B100504","B100305"
"18727","D040104","D040210","D040106"
"18728","C130302","C130301","C070102"
"18729","A040224","A040228","A040229"
"18730","C170206","C030401","C150405"
"18731","A010613","B100504","B100502"
"18732","B560302","B090402","B560102"
"18733","B100305","B100402","B090402"
"18734","D040109","D040108","A040224"
"18735","C120201","C170206","C110204"
"18736","B200801","B100305","B670402"
"18737","B210802","B100502","B210107"
"18738","C150405","C070103","C090101"
"18739","B670206","B200801","B740402"
"18740","B050102","B050117","B480401"
"18741","A010403","A020302","A010644"
"18742","B210802","B090302","B140101"
"18743","C120601","C120101","C030401"
"18744","B900102","B900103","B180705"
"18745","A040224","A030101","A010403"
"18746","C170206","C030401","C080103"
"18747","B210802","B050102","B050501"
"18748","C110401","C150405","C170206"
"18749","C070202","C150103","C090108"
"18750","B560402","B560204","B200801"
"18751","B100701","B770203","B480401"
"18752","C170206","C120101","C120201"
"18753","A011004","A010631","A010602"
"18754","A011004","A010612","A010631"
"18755","C080202","C030401","C120202"
"18756","A010403","A010404","A010201"
"18757","B210802","B100502","B120402"
"18758","B270604","B150404","B170101"
"18759","A011003","A011001","A010302"
"18760","A011003","A010638","A010608"
"18761","A040224","A010101","A010102"
"18762","B900103","B340407","B370906"
"18763","B150204","B430101","B030201"
"18764","A010302","A010404","A010613"
"18765","D010401","D040210","D040109"
"18766","B160201","B100104","B370905"
"18767","A010654","B150402","B150404"
"18768","B160201","B100305","B080203"
"18769","B900102","B900103","B200801"
"18770","B380403","B380303","B100301"
"18771","C120501","C070101","C150101"
"18772","B100305","B140103","B050117"
"18773","B050117","B050901","B380203"
"18774","A040224","A040602","A010607"
"18775","B140103","B480301","B100305"
"18776","A010613","B100502","B100301"
"18777","C110401","C070101","C110501"
"18778","C120201","C120101","C120601"
"18779","C170701","C070102","C110203"
"18780","A010902","A010613","A010302"
"18781","A010402","A011003","A010404"
"18782","B100305","B890104","B200801"
"18783","B210802","B100402","B100305"
"18784","A010101","A010302","A010404"
"18785","A010403","A020302","A010201"
"18786","A040229","A040217","A040231"
"18787","A010653","A010630","A010401"
"18788","B210802","B210107","B480401"
"18789","B160201","B100305","B100504"
"18790","C130302","C110401","C110501"
"18791","A010302","C070101","A010404"
"18792","C030401","C030208","C030901"
"18793","C110401","C120201","C170701"
"18794","A040224","A011001","A010613"
"18795","C070203","C030401","C030104"
"18796","C120201","C130301","C120101"
"18797","C070101","C070102","C010101"
"18798","C120601","C120201","C120101"
"18799","D040109","D050102","D040108"
"18800","C030401","C150103","C170701"
"18801","C090101","C170701","C030401"
"18802","C170206","C150405","C080201"
"18803","B210802","B160101","B670402"
"18804","A010401","A040254","A040224"
"18805","C070202","C110101","C030401"
"18806","C170701","C160504","C030802"
"18807","C120501","C120201","C070101"
"18808","C070102","C070101","C070202"
"18809","C040204","C030401","C040120"
"18810","C070103","C110301","C150405"
"18811","C070101","C030401","C150101"
"18812","C150103","C060402","C110401"
"18813","B900103","B150101","B900102"
"18814","C030202","C170701","C120201"
"18815","C150103","C030401","C160920"
"18816","C070202","C070203","C150401"
"18817","C120201","C120601","C170701"
"18818","C070101","C150101","C090101"
"18819","C110204","C150302","C150301"
"18820","C030401","C030206","C070101"
"18821","B050701","B610202","B140103"
"18822","C170206","C120601","C120101"
"18823","A010602","C060108","C090101"
"18824","C120506","C080201","C100202"
"18825","C060503","C110501","C110204"
"18826","C110101","C030405","C070202"
"18827","D020502","D030205","D040214"
"18828","C170206","C170701","C110101"
"18829","C120601","C120101","C030401"
"18830","C120601","C120101","C090101"
"18831","C070101","C110101","C030401"
"18832","A011004","A010902","A010710"
"18833","C120201","C170701","C070101"
"18834","A030114","A020302","A010654"
"18835","B670402","B100306","B100305"
"18836","C120201","C120101","C120601"
"18837","B210802","B140103","B670201"
"18838","C170206","C030401","C170701"
"18839","C070101","C170701","C120201"
"18840","C020101","C070202","C150405"
"18841","A010631","A010654","A040225"
"18842","C170206","C030901","C110203"
"18843","C120201","C120202","C110101"
"18844","C110203","C110301","C170206"
"18845","C150103","C110401","C120201"
"18846","C030401","C170206","C030105"
"18847","B150402","B470106","B150404"
"18848","C150101","C070101","C170206"
"18849","B160201","B100501","B200801"
"18850","C070202","C120202","C070203"
"18851","C120601","C120101","C120201"
"18852","C120201","C150103","C150405"
"18853","C170701","C070101","C040601"
"18854","A010401","A010403","A010655"
"18855","C030404","C010206","C110101"
"18856","C170701","C030701","C040604"
"18857","C170206","C070101","C030901"
"18858","C070101","C170701","C030404"
"18859","C170206","C070101","C150405"
"18860","C120201","C120601","C120202"
"18861","C120101","C070103","C120201"
"18862","C070101","C060402","C070202"
"18863","C170206","C130301","C110203"
"18864","C170701","C030202","C070401"
"18865","B100501","B210802","B100305"
"18866","A010603","A020709","A010645"
"18867","C120101","C120601","C030401"
"18868","C030401","C170701","C150405"
"18869","C030401","C150401","C070401"
"18870","B100305","B380408","B380406"
"18871","C120101","C120201","C070101"
"18872","B100504","B150102","B200801"
"18873","A010602","A011001","A010613"
"18874","B150101","B150102","B210107"
"18875","C070101","C170701","C120503"
"18876","C100104","C050603","C070101"
"18877","A020302","A020303","A020308"
"18878","B160402","B160101","B200801"
"18879","A010401","A020302","A010644"
"18880","C170206","C160204","C070103"
"18881","B210802","B150402","B210107"
"18882","B200801","B100305","B100504"
"18883","A010613","C070102","A010601"
"18884","C170701","C030401","C070101"
"18885","B670201","B670402","B570301"
"18886","C170206","C070101","C090105"
"18887","C010206","C070102","C110601"
"18888","B210802","B380404","B890104"
"18889","C110204","C070103","C170701"
"18890","B100504","B100305","B100306"
"18891","C070203","C150401","C170206"
"18892","C070101","C030202","C150101"
"18893","C170503","C030901","C170206"
"18894","D040210","D040108","D010401"
"18895","D040215","D030304","D040108"
"18896","A040401","A040229","A030101"
"18897","A010614","A010402","A010508"
"18898","C070101","C090101","C070202"
"18899","C030901","B020102","C110401"
"18900","A060203","A010613","A010302"
"18901","D040109","D040108","D040210"
"18902","B290301","B200801","B290306"
"18903","B100305","B210802","B560302"
"18904","C120501","C030401","C010101"
"18905","B430804","B140103","B160101"
"18906","C070102","C070101","C010101"
"18907","A040224","C170701","C110101"
"18908","A010613","A011003","B160402"
"18909","A020302","A010652","A020303"
"18910","A060114","A030102","A040229"
"18911","A010606","A010103","A020303"
"18912","A040228","A020709","A060114"
"18913","A010401","A010611","A010902"
"18914","A010603","A010653","A010613"
"18915","A020302","A020303","A040223"
"18916","A040224","A010613","A010403"
"18917","C070101","C120601","C120501"
"18918","A010402","A040224","A010404"
"18919","C030401","C120601","C120101"
"18920","A040224","A010601","B100502"
"18921","B100305","B140103","B100301"
"18922","C170206","C110101","C150405"
"18923","B210802","B310103","B120402"
"18924","B150601","B150404","B210802"
"18925","B290301","B370906","B150404"
"18926","C030401","C030303","C110101"
"18927","B100305","B050117","B210802"
"18928","C070103","C110401","C070203"
"18929","B100305","B160201","B100301"
"18930","A010602","A011003","A010902"
"18931","B160101","B200801","B210802"
"18932","A010403","A010401","A010402"
"18933","B150601","B480303","B200801"
"18934","D010401","D040201","A020303"
"18935","B530401","B140102","B100504"
"18936","C070201","C030401","C090101"
"18937","B150601","B370904","B670302"
"18938","A010402","A010902","A010404"
"18939","C030401","A040401","C170701"
"18940","B100305","B210802","B210107"
"18941","A020302","B050102","B090401"
"18942","A010401","A010403","A010607"
"18943","C170701","C030601","C080301"
"18944","B210802","B100504","B480301"
"18945","C160504","C170701","C170401"
"18946","B200801","B200602","B521301"
"18947","A020302","A060166","A010613"
"18948","A010602","A010613","A010653"
"18949","B200801","B370906","B210802"
"18950","A060166","A060172","A060173"
"18951","B150601","B100305","B270308"
"18952","A010602","A010402","A040224"
"18953","B200801","B670402","B080303"
"18954","C150103","C070401","C070202"
"18955","B670402","C120601","C120201"
"18956","B670402","B100305","B100504"
"18957","C120201","C150103","C090101"
"18958","B150102","B100305","B100501"
"18959","B160102","B100504","B560302"
"18960","B100502","B100504","B100306"
"18961","B430101","B740101","B190103"
"18962","A010614","A010644","A010401"
"18963","C110101","C070401","C150103"
"18964","A040302","A040502","A040902"
"18965","A010403","A010101","A010401"
"18966","C030901","C010206","C030202"
"18967","B150404","B150203","B150501"
"18968","C120201","C120501","C070202"
"18969","C070101","C150405","C150101"
"18970","B100305","B670402","B160201"
"18971","B100305","B160402","B430601"
"18972","B050117","A010403","A010401"
"18973","A011001","A010607","A070608"
"18974","B630201","B180801","B630402"
"18975","A010401","A020105","A040233"
